iter	RMSE
149	227.6037704
150	227.1927189
151	226.8892575
152	226.5437875
153	226.2823568
154	225.9613955
155	225.7344532
156	225.4934162
157	225.3600178
158	225.2690404
159	225.0515078
160	224.5903442
161	224.3857963
162	224.0820106
163	223.8561404
164	223.5532561
165	223.2270068
166	222.8226343
167	222.534622
168	222.1804316
169	221.8414503
170	221.6202544
171	221.2699908
172	220.8297987
173	220.4937892
174	220.187972
175	219.8225465
176	219.2698915
177	218.7293855
178	218.5522189
179	218.1951378
180	217.7413701
181	217.3563702
182	217.064841
183	216.7354535
184	216.3653132
185	216.2397876
186	215.8860582
187	215.4424794
188	215.0695849
189	214.8142847
190	214.5881255
191	214.3423238
192	214.0793384
193	213.5729434
194	213.1619965
195	212.8834217
196	212.7289909
197	212.4496097
198	212.2691501
199	212.010309
200	211.7464407
201	211.318457
202	211.0453554
203	210.8103795
204	210.6991621
205	210.5009078
206	210.2245113
207	209.9900711
208	209.8865552
209	209.6201619
210	209.388441
211	209.2156651
212	208.9904065
213	208.6969884
214	208.2794775
215	208.1624881
216	207.9649214
217	207.8350622
218	207.5299291
219	207.3061312
220	206.9810192
221	206.777786
222	206.46174
223	206.2662371
224	205.9942082
225	205.7558333
226	205.4297581
227	205.119143
228	204.427494
229	204.2203275
230	203.8862217
231	203.5133034
232	203.1538224
233	202.7783121
234	202.50991
235	202.3792853
236	202.3233625
237	202.108434
238	201.7982083
239	201.517262
240	201.1659083
241	200.8845782
242	200.6867427
243	200.5709812
244	200.4355726
245	200.1513473
246	199.8651734
247	199.4472753
248	199.3082612
249	199.1498487
250	198.8439238
251	198.6819825
252	198.4773991
253	198.3857336
254	198.244873
255	198.1580855
256	198.1176909
257	197.9462114
258	197.8842726
259	197.6173896
260	197.5682062
261	197.4095746
262	197.3162682
263	197.1738413
264	197.0976701
265	196.8633772
266	196.7814022
267	196.1866124
268	196.1501369
269	195.8544924
270	195.6942671
271	195.6093558
272	195.4697828
273	195.403341
274	195.042138
275	194.952828
276	194.7074617
277	194.3653438
278	194.1275492
279	193.7721181
280	193.639416
281	193.3335108
282	193.2525898
283	193.1522983
284	193.1004102
285	192.8897854
286	192.3983727
287	192.1739708
288	192.030542
289	191.8902507
290	191.5600977
291	191.5074906
292	191.3099052
293	190.874831
294	190.8258458
295	190.4940785
296	190.2268975
297	189.8446727
298	189.7125295
299	189.4093341
300	189.1644682
301	188.8963482
302	188.7980928
303	188.5776363
304	188.0976984
305	188.0304398
306	187.7570973
307	187.658322
308	187.4939167
309	187.3691943
310	187.2496409
311	187.1504033
312	187.0932628
313	187.0224102
314	186.8900743
315	186.7973622
316	186.5507085
317	186.4337084
318	186.2196187
319	186.1305428
320	186.0452309
321	185.5370963
322	185.2600242
323	184.8945553
324	184.6850152
325	184.5304656
326	184.2447883
327	184.1123852
328	183.862859
329	183.7428005
330	183.6259635
331	183.3355774
332	183.1710096
333	183.1070556
334	182.9936421
335	182.8828985
336	182.621205
337	182.5542349
338	182.4457205
339	182.1848232
340	182.0188872
341	181.9134634
342	181.6706202
343	181.3808635
344	180.9931572
345	180.8159723
346	180.5974832
347	180.4215755
348	180.3496879
349	180.1444736
350	179.6752583
351	179.5774978
352	179.5313453
353	179.2142918
354	179.0730212
355	179.0209049
356	178.9716463
357	178.9049368
358	178.7770074
359	178.5710253
360	178.1875962
361	178.0588519
362	177.8303104
363	177.5335785
364	177.3353731
365	177.1149471
366	177.0497537
367	176.9975626
368	176.903521
369	176.6523793
370	176.6168893
371	176.5002942
372	176.4410467
373	176.3929976
374	176.1396115
375	175.9785638
376	175.7765813
377	175.6523446
378	175.4167374
379	175.3188495
380	175.1652408
381	174.9373082
382	174.6705281
383	174.2484761
384	173.9219933
385	173.6010969
386	173.5670049
387	173.4277243
388	173.0512518
389	172.5871397
390	172.0324246
391	171.7562832
392	171.6668786
393	171.4144318
394	171.201652
395	171.0349396
396	170.9766054
397	170.8688711
398	170.844814
399	170.4529782
400	170.4112645
401	169.9342311
402	169.8379565
403	169.6641207
404	169.57701
405	169.0321984
406	168.8530363
407	168.7695913
408	168.4026268
409	167.9298448
410	167.5424111
411	167.5099603
412	167.2553468
413	167.1738121
414	167.0590882
415	166.9816475
416	166.4294721
417	166.1873855
418	166.0538138
419	165.9835438
420	165.654928
421	165.5359336
422	165.4457072
423	165.3859923
424	165.3298277
425	165.1745801
426	165.0209269
427	164.9753296
428	164.9514433
429	164.8531668
430	164.7670215
431	164.6889262
432	164.6010852
433	164.4124241
434	164.2066487
435	164.0202715
436	163.7823983
437	163.7111835
438	163.6473577
439	163.3231982
440	163.0809408
441	162.9807552
442	162.838562
443	162.7041951
444	162.3669377
445	161.9523547
446	161.7725373
447	161.7218376
448	161.3692789
449	161.115169
450	160.7129681
451	160.6410617
452	160.6096217
453	160.5052174
454	160.2482062
455	160.1943413
456	159.9266098
457	159.7764489
458	159.685677
459	159.5969743
460	159.5330643
461	159.1006658
462	159.0094527
463	158.9285426
464	158.506769
465	158.4364084
466	158.2006559
467	158.0086918
468	157.5539794
469	157.484793
470	157.4124663
471	157.2485926
472	157.1156281
473	156.8130926
474	156.7038813
475	156.3928892
476	156.3409421
477	156.2704823
478	156.0821586
479	155.8057566
480	155.5560171
481	155.2340556
482	155.1826842
483	155.0978147
484	154.9623905
485	154.9043294
486	154.78199
487	154.5818236
488	154.5271494
489	154.3454521
490	154.2031063
491	154.1467405
492	153.8887483
493	153.7597556
494	153.5886034
495	153.4058674
496	153.0595645
497	152.9164636
498	152.6403474
499	152.5973171
500	152.5191908
501	152.2227814
502	152.1572288
503	152.0867201
504	152.0238602
505	151.700488
506	151.5634164
507	151.1772821
508	150.8277972
509	150.759692
510	150.6610185
511	150.3894663
512	150.3448938
513	150.2822958
514	150.0814428
515	149.9599473
516	149.8621715
517	149.8024228
518	149.7279825
519	149.6152739
520	149.3554658
521	149.3042049
522	148.9888703
523	148.712027
524	148.5768043
525	148.5175721
526	148.4501877
527	148.3960939
528	148.3279444
529	147.9808571
530	147.9165569
531	147.8286536
532	147.7878497
533	147.739622
534	147.6849775
535	147.578085
536	147.4743975
537	147.434159
538	147.0742671
539	146.980162
540	146.7334696
541	146.6276383
542	146.3504576
543	146.1685096
544	146.1200266
545	146.0465604
546	145.9820107
547	145.7385206
548	145.3988053
549	145.2844552
550	145.117104
551	145.0559091
552	144.9958451
553	144.8241457
554	144.7300622
555	144.6674924
556	144.5301481
557	144.3823704
558	144.3311888
559	144.2774997
560	144.1157964
561	143.763165
562	143.6555284
563	143.579975
564	143.5401069
565	143.3653576
566	143.2617583
567	143.1803569
568	142.9337249
569	142.8395331
570	142.8038287
571	142.5934716
572	142.5033039
573	142.3615718
574	142.0421802
575	141.7750089
576	141.6812237
577	141.5054369
578	141.4577829
579	141.4127191
580	141.1580498
581	141.1251351
582	141.0676146
583	140.9633897
584	140.9296131
585	140.8556758
586	140.5312818
587	140.4727364
588	140.151534
589	140.0682517
590	140.0181756
591	139.9825301
592	139.8472744
593	139.813622
594	139.5102395
595	139.3771523
596	139.2652029
597	138.9916903
598	138.9274417
599	138.527886
600	138.3423078
601	138.1507073
602	137.8606765
603	137.796508
604	137.6484393
605	137.5663576
606	137.4823632
607	137.3156012
608	137.2065234
609	137.0914621
610	136.9597049
611	136.9133961
612	136.7940022
613	136.6241062
614	136.5314328
615	136.3077989
616	135.97332
617	135.7650316
618	135.7107621
619	135.6117897
620	135.3758806
621	135.1416438
622	134.8120832
623	134.7819254
624	134.6076411
625	134.299772
626	134.1693473
627	134.1152221
628	133.8939908
629	133.8506943
630	133.7787116
631	133.7038676
632	133.5490719
633	133.2379356
634	133.1570086
635	133.0708694
636	132.9771791
637	132.9103609
638	132.8707409
639	132.7446713
640	132.4585883
641	132.3863909
642	132.1752695
643	131.9440854
644	131.7252246
645	131.4993637
646	131.4347838
647	131.2812609
648	131.2382866
649	131.2130718
650	131.1298635
651	130.9233678
652	130.8986883
653	130.6753773
654	130.6109108
655	130.5547741
656	130.4606455
657	130.3736423
658	130.3021415
659	130.0770002
660	130.0081238
661	129.9502029
662	129.7097297
663	129.5831884
664	129.5065856
665	129.474026
666	129.4085471
667	129.3624738
668	129.3377233
669	129.2024107
670	129.157449
671	129.0794355
672	128.9180243
673	128.7844139
674	128.7264662
675	128.5498914
676	128.33918
677	128.258205
678	128.1879326
679	127.9765852
680	127.7838259
681	127.5858899
682	127.5425919
683	127.3241938
684	127.1845286
685	127.1511268
686	127.1273325
687	126.9150441
688	126.7945922
689	126.663456
690	126.4381805
691	126.3567674
692	126.1425455
693	126.0137317
694	125.933797
695	125.7589701
696	125.7100763
697	125.4983022
698	125.4464391
699	125.4091685
700	125.0341361
701	124.8937845
702	124.8596353
703	124.741847
704	124.6987693
705	124.5758155
706	124.5429746
707	124.4147657
708	124.360664
709	124.1861672
710	124.0614634
711	123.8951495
712	123.817572
713	123.7681857
714	123.7450355
715	123.5291793
716	123.4434941
717	123.2690488
718	123.1762258
719	123.0829747
720	123.0519591
721	122.6942378
722	122.5812001
723	122.4709343
724	122.3991248
725	122.339178
726	122.2918149
727	122.2367748
728	122.1304697
729	122.0978254
730	122.0349718
731	121.9983688
732	121.9083886
733	121.8528475
734	121.7831647
735	121.7008285
736	121.6451786
737	121.6018391
738	121.5018215
739	121.3555759
740	121.1681633
741	121.1487779
742	121.0721671
743	120.9010658
744	120.8328861
745	120.646769
746	120.5543982
747	120.3504746
748	120.2369126
749	120.2104269
750	120.0139582
751	119.9187467
752	119.8613683
753	119.6561607
754	119.6463111
755	119.5431095
756	119.3165999
757	119.2928082
758	119.1730672
759	119.1408345
760	119.1004828
761	118.8864721
762	118.6497201
763	118.5457423
764	118.3654886
765	118.2061358
766	118.0499837
767	117.9849893
768	117.7952303
769	117.6818512
770	117.5170078
771	117.2744396
772	117.1840057
773	117.1094108
774	116.9085841
775	116.8690125
776	116.7919767
777	116.7532191
778	116.6924202
779	116.6553654
780	116.3782369
781	116.3103806
782	116.2173085
783	116.1726466
784	116.1521838
785	115.9324519
786	115.8828486
787	115.6949833
788	115.6293931
789	115.453809
790	115.2408875
791	115.1877641
792	115.084896
793	114.9927035
794	114.9711036
795	114.9275978
796	114.6630269
797	114.5976535
798	114.5646497
799	114.5184339
800	114.3426105
801	114.2197105
802	114.1566585
803	113.9223567
804	113.7222412
805	113.6828538
806	113.5925703
807	113.3559252
808	113.1597967
809	113.1130286
810	113.0645597
811	113.042274
812	112.9870075
813	112.8387893
814	112.6260078
815	112.5962018
816	112.4178112
817	112.1936266
818	112.122243
819	112.0585364
820	112.0398154
821	111.8418149
822	111.7449013
823	111.6760581
824	111.5716724
825	111.4651474
826	111.3742425
827	111.2457073
828	111.1966904
829	111.1830934
830	110.9854058
831	110.6864087
832	110.4762551
833	110.3477248
834	110.2802703
835	110.0842446
836	110.0506922
837	109.933039
838	109.7513343
839	109.5608292
840	109.4729387
841	109.444711
842	109.3309911
843	109.2805028
844	109.2412456
845	109.1936145
846	109.1431991
847	109.0777344
848	109.0544712
849	109.0310613
850	108.9805189
851	108.8712532
852	108.7205743
853	108.673457
854	108.6279178
855	108.6054286
856	108.5352795
857	108.5112701
858	108.273593
859	108.1015503
860	108.0660453
861	108.0364191
862	107.9430049
863	107.8811485
864	107.7644558
865	107.5572579
866	107.3124899
867	107.2349148
868	106.9983748
869	106.8159772
870	106.7812059
871	106.7612613
872	106.6297809
873	106.5963645
874	106.5364799
875	106.345917
876	106.3264205
877	106.1922934
878	106.1672923
879	105.952112
880	105.7618354
881	105.6862077
882	105.6523548
883	105.5922034
884	105.5077995
885	105.4547912
886	105.4214798
887	105.2428934
888	105.164182
889	104.9864109
890	104.9197313
891	104.7633963
892	104.7336532
893	104.5470627
894	104.5077354
895	104.2491079
896	104.1215603
897	103.9343849
898	103.8388986
899	103.7838825
900	103.7633708
901	103.6827621
902	103.6499857
903	103.6190318
904	103.5635843
905	103.3382983
906	103.1765597
907	103.1331728
908	103.0476045
909	102.940881
910	102.7636265
911	102.7319044
912	102.4762522
913	102.3015111
914	102.198873
915	102.1542711
916	102.1358059
917	101.9477091
918	101.9164934
919	101.8396182
920	101.7853893
921	101.655462
922	101.5832568
923	101.4587933
924	101.3359091
925	101.2475438
926	101.217186
927	101.1697302
928	101.1425821
929	101.1278923
930	101.0811528
931	100.9774345
932	100.9675445
933	100.9000948
934	100.8659614
935	100.7388447
936	100.7022782
937	100.6735066
938	100.5850325
939	100.5224448
940	100.5037775
941	100.4558876
942	100.4319153
943	100.3645231
944	100.3426616
945	100.2599697
946	100.1387501
947	99.93535828
948	99.77143375
949	99.71227294
950	99.63592908
951	99.49422601
952	99.42768972
953	99.2581604
954	99.23143005
955	99.16758227
956	99.11856515
957	99.08890131
958	98.92444075
959	98.89705185
960	98.74491388
961	98.72588075
962	98.6184855
963	98.57683018
964	98.53830686
965	98.43358689
966	98.41289046
967	98.34469606
968	98.19865471
969	98.16974052
970	98.05943892
971	98.02591205
972	97.91507441
973	97.84985102
974	97.60948829
975	97.52756396
976	97.46784847
977	97.28593564
978	97.12788205
979	97.06104599
980	96.96890513
981	96.91666583
982	96.85482507
983	96.84364612
984	96.73593099
985	96.6719366
986	96.55686172
987	96.53495197
988	96.35020869
989	96.16153869
990	95.98757856
991	95.96748069
992	95.93918851
993	95.89163761
994	95.83843804
995	95.72365534
996	95.63943003
997	95.61817717
998	95.47378921
999	95.42347408
